Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Spanish Tortilla,Vegetarian,Spanish,"Put a large non-stick frying pan on a low heat. Cook the onion slowly in the oil and butter until soft but not brown – this should take about 15 mins. Add the potatoes, cover the pan and cook for a further 15-20 mins, stirring occasionally to make sure they fry evenly.
When the potatoes are soft and the onion is shiny, crush 2 garlic cloves and stir in, followed by the beaten eggs.
Put the lid back on the pan and leave the tortilla to cook gently. After 20 mins, the edges and base should be golden, the top set but the middle still a little wobbly. To turn it over, slide it onto a plate and put another plate on top, turn the whole thing over and slide it back into the pan to finish cooking. Once cooked, transfer to a plate and serve the tortilla warm or cold, scattered with the chopped parsley.
To accompany, take slices of warmed baguette, stab all over with a fork and rub with the remaining garlic, pile on grated tomatoes and season with sea salt and a drizzle of olive oil.",https://www.themealdb.com/images/media/meals/quuxsx1511476154.jpg,https://www.bbcgoodfood.com/recipes/spanish-tortilla,"1 sliced Onion, 4 tbsp Olive Oil, 25g Butter, 400g Potatoes, 6 cloves Garlic, 8 Eggs, Handful Parsley, 1 Baguette, 4 Vine Tomatoes, drizzle Olive Oil,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Beef Dumpling Stew,Beef,British,"Preheat the oven to 180C/350F/Gas 4.

For the beef stew, heat the oil and butter in an ovenproof casserole and fry the beef until browned on all sides.

Sprinkle over the flour and cook for a further 2-3 minutes.

Add the garlic and all the vegetables and fry for 1-2 minutes.

Stir in the wine, stock and herbs, then add the Worcestershire sauce and balsamic vinegar, to taste. Season with salt and freshly ground black pepper.

Cover with a lid, transfer to the oven and cook for about two hours, or until the meat is tender.

For the dumplings, sift the flour, baking powder and salt into a bowl.
Add the suet and enough water to form a thick dough.

With floured hands, roll spoonfuls of the dough into small balls.

After two hours, remove the lid from the stew and place the balls on top of the stew. Cover, return to the oven and cook for a further 20 minutes, or until the dumplings have swollen and are tender. (If you prefer your dumplings with a golden top, leave the lid off when returning to the oven.)

To serve, place a spoonful of mashed potato onto each of four serving plates and top with the stew and dumplings. Sprinkle with chopped parsley.",https://www.themealdb.com/images/media/meals/uyqrrv1511553350.jpg,https://www.bbc.co.uk/food/recipes/beefstewwithdumpling_87333,"2 tbs Olive Oil, 25g Butter, 750g Beef, 2 tblsp  Plain Flour, 2 cloves minced Garlic, 175g Onions, 150g Celery, 150g Carrots, 2 chopped Leek, 200g Swede, 150ml Red Wine, 500g Beef Stock, 2 Bay Leaf, 3 tbs Thyme, 3 tblsp chopped Parsley, 125g Plain Flour, 1 tsp  Baking Powder, 60g Suet, Splash Water,  "
Beef and Mustard Pie,Beef,British,"Preheat the oven to 150C/300F/Gas 2.
Toss the beef and flour together in a bowl with some salt and black pepper.
Heat a large casserole until hot, add half of the rapeseed oil and enough of the beef to just cover the bottom of the casserole.
Fry until browned on each side, then remove and set aside. Repeat with the remaining oil and beef.
Return the beef to the pan, add the wine and cook until the volume of liquid has reduced by half, then add the stock, onion, carrots, thyme and mustard, and season well with salt and pepper.
Cover with a lid and place in the oven for two hours.
Remove from the oven, check the seasoning and set aside to cool. Remove the thyme.
When the beef is cool and you're ready to assemble the pie, preheat the oven to 200C/400F/Gas 6.
Transfer the beef to a pie dish, brush the rim with the beaten egg yolks and lay the pastry over the top. Brush the top of the pastry with more beaten egg.
Trim the pastry so there is just enough excess to crimp the edges, then place in the oven and bake for 30 minutes, or until the pastry is golden-brown and cooked through.
For the green beans, bring a saucepan of salted water to the boil, add the beans and cook for 4-5 minutes, or until just tender.
Drain and toss with the butter, then season with black pepper.
To serve, place a large spoonful of pie onto each plate with some green beans alongside.",https://www.themealdb.com/images/media/meals/sytuqu1511553755.jpg,https://www.bbc.co.uk/food/recipes/beef_and_mustard_pie_58002,"1kg Beef, 2 tbs Plain Flour, 2 tbs Rapeseed Oil, 200ml Red Wine, 400ml Beef Stock, 1 finely sliced Onion, 2 chopped Carrots, 3 sprigs Thyme, 2 tbs Mustard, 2 free-range Egg Yolks, 400g Puff Pastry, 300g Green Beans, 25g Butter, pinch Salt, pinch Pepper,  ,  ,  ,  ,  "
Chicken Ham and Leek Pie,Chicken,British,"Heat the chicken stock in a lidded saucepan. Add the chicken breast and bring to a low simmer. Cover with a lid and cook for 10 minutes. Remove the chicken breasts from the water with tongs and place on a plate. Pour the cooking liquor into a large jug.
Melt 25g/1oz of the butter in a large heavy-based saucepan over a low heat. Stir in the leeks and fry gently for two minutes, stirring occasionally until just softened. Add the garlic and cook for a further minute. Add the remaining butter and stir in the flour as soon as the butter has melted. Cook for 30 seconds, stirring constantly.
Slowly pour the milk into the pan, just a little at a time, stirring well between each adding. Gradually add 250ml/10fl oz of the reserved stock and the wine, if using, stirring until the sauce is smooth and thickened slightly. Bring to a gentle simmer and cook for 3 minutes.
Season the mixture, to taste, with salt and freshly ground black pepper. Remove from the heat and stir in the cream. Pour into a large bowl and cover the surface of the sauce with cling ilm to prevent a skin forming. Set aside to cool.
Preheat the oven to 200C/400F/Gas 6. Put a baking tray in the oven to heat.
For the pastry, put the flour and butter in a food processor and blend on the pulse setting until the mixture resembles fine breadcrumbs. With the motor running, add the beaten egg and water and blend until the mixture forms a ball. Portion off 250g/10oz of pastry for the lid.
Roll the remaining pastry out on a lightly floured surface, turning the pastry frequently until around 5mm/¼in thick and 4cm/1½in larger than the pie dish. Lift the pastry over the rolling pin and place it gently into the pie dish. Press the pastry firmly up the sides, making sure there are no air bubbles. Leave the excess pastry overhanging the sides.
Cut the chicken breasts into 3cm/1¼in pieces. Stir the chicken, ham and leeks into the cooled sauce. Pour the chicken filling into the pie dish. Brush the rim of the dish with beaten egg. Roll out the reserved pastry for the lid.
Cover the pie with the pastry lid and press the edges together firmly to seal. Trim any excess pastry.
Make a small hole in the centre of the pie with the tip of a knife. Glaze the top of the pie with beaten egg. Bake on the preheated tray in the centre of the oven for 35-40 minutes or until the pie is golden-brown all over and the filling is piping hot.",https://www.themealdb.com/images/media/meals/xrrtss1511555269.jpg,https://www.bbc.co.uk/food/recipes/creamy_chicken_ham_and_03877,"450ml Chicken Stock, 3 Chicken Breast, 75g Butter, 2 sliced Leek, 2 cloves minced Garlic, 50g Plain Flour, 200ml Milk, 3 tbs White Wine, 150ml Double Cream, 150g Ham, spinkling Sea Salt, pinch Pepper, 350g Plain Flour, 200g Butter, 1 Free-range Egg, Beaten, 1 tbls Cold Water, 1 Free-range Egg, Beaten,  ,  ,  "
Minced Beef Pie,Beef,British,"Preheat the oven to 200C/400F/Gas 6.
Heat the oil in a deep frying pan and fry the beef mince for 4-5 minutes, breaking it up with a wooden spoon as it browns.
Add the onion and cook for 2-3 minutes, then stir in the tomato purée and cook for 2-3 more minutes. Stir in the flour and cook for a further minute, then add the chopped mushrooms, the stout or beef stock and a couple of dashes of Worcestershire sauce. Bring to the boil, then reduce the heat, cover the pan with a lid and leave to simmer for 20 minutes. Set aside and leave to cool, then turn the meat mixture into a one litre pie dish.
Roll out the pastry on a floured work surface until it is slightly larger than the pie dish. Gently drape the pastry over the dish, pressing firmly onto the edges. Trim, then shape the edges into a fluted shape.
Cut some leaf shapes out of the pastry trimmings and decorate the top of the pie, sticking them to the pastry with the beaten egg yolk.
Make three or four slits in the pastry to allow the steam to escape, then brush the pie with the rest of the beaten egg yolk and bake in the oven for 20-25 minutes, or until golden-brown.
To serve, slice into wedges.",https://www.themealdb.com/images/media/meals/xwutvy1511555540.jpg,https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198,"2 tbs Vegetable Oil, 500g Minced Beef, 1 chopped Onion, 1 tbls Tomato Puree, 1 ½ tbsp Plain Flour, 75g Mushrooms, 250ml Beef Stock, Dash Worcestershire Sauce, 400g Shortcrust Pastry, 1 Egg Yolks,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Lamb and Potato pie,Lamb,British,"Dust the meat with flour to lightly coat.
Heat enough vegetable oil in a large saucepan to fill the base, and fry the onion and meat until lightly browned. Season with salt and pepper.
Add the carrots, stock and more seasoning to taste.
Bring to the boil, cover and reduce the heat to a simmer. Simmer for at least an hour or until the meat is tender. Take your time cooking the meat, the longer you leave it to cook, the better the flavour will be.
Preheat the oven to 180C/350F/Gas 4.
Add the drained potato cubes to the lamb.
Turn the mixture into a pie dish or casserole and cover with the shortcrust pastry. Make three slits in the top of the pastry to release any steam while cooking.
Brush with beaten egg and bake for about 40 minutes, until the pastry is golden brown.
Serve.",https://www.themealdb.com/images/media/meals/sxrpws1511555907.jpg,https://www.bbc.co.uk/food/recipes/lambandpotatopie_83913,"500g Lamb Shoulder, 1 tbls Flour, Dash Vegetable Oil, 1 sliced Onion, 2 sliced Carrots, 350ml/12fl Vegetable Stock, 500g Potatoes, 450g Shortcrust Pastry, To Glaze Eggs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Beef and Oyster pie,Beef,British,"Season the beef cubes with salt and black pepper. Heat a tablespoon of oil in the frying pan and fry the meat over a high heat. Do this in three batches so that you don’t overcrowd the pan, transferring the meat to a large flameproof casserole dish once it is browned all over. Add extra oil if the pan seems dry.
In the same pan, add another tablespoon of oil and cook the shallots for 4-5 minutes, then add the garlic and fry for 30 seconds. Add the bacon and fry until slightly browned. Transfer the onion and bacon mixture to the casserole dish and add the herbs.
Preheat the oven to 180C/350F/Gas 4.
Pour the stout into the frying pan and bring to the boil, stirring to lift any stuck-on browned bits from the bottom of the pan. Pour the stout over the beef in the casserole dish and add the stock. Cover the casserole and place it in the oven for 1½-2 hours, or until the beef is tender and the sauce is reduced.
Skim off any surface fat, taste and add salt and pepper if necessary, then stir in the cornflour paste. Put the casserole dish on the hob – don’t forget that it will be hot – and simmer for 1-2 minutes, stirring, until thickened. Leave to cool.
Increase the oven to 200C/400F/Gas 6. To make the pastry, put the flour and salt in a very large bowl. Grate the butter and stir it into the flour in three batches. Gradually add 325ml/11fl oz cold water – you may not need it all – and stir with a round-bladed knife until the mixture just comes together. Knead the pastry lightly into a ball on a lightly floured surface and set aside 250g/9oz for the pie lid.
Roll the rest of the pastry out until about 2cm/¾in larger than the dish you’re using. Line the dish with the pastry then pile in the filling, tucking the oysters in as well. Brush the edge of the pastry with beaten egg.
Roll the remaining pastry until slightly larger than your dish and gently lift over the filling, pressing the edges firmly to seal, then trim with a sharp knife. Brush with beaten egg to glaze. Put the dish on a baking tray and bake for 25-30 minutes, or until the pastry is golden-brown and the filling is bubbling.",https://www.themealdb.com/images/media/meals/wrssvt1511556563.jpg,https://www.bbc.co.uk/food/recipes/beef_and_oyster_pie_65230,"900g Beef, 3 tbs Olive Oil, 3 Shallots, 2 cloves minced Garlic, 125g Bacon, 1 tbs chopped Thyme, 2 Bay Leaf, 330ml Stout, 400ml Beef Stock, 2 tbs Corn Flour, 8 Oysters, 400g Plain Flour, pinch Salt, 250g Butter, To Glaze Eggs,  ,  ,  ,  ,  "
Chicken Parmentier,Chicken,French,"For the topping, boil the potatoes in salted water until tender. Drain and push through a potato ricer, or mash thoroughly. Stir in the butter, cream and egg yolks. Season and set aside.
For the filling, melt the butter in a large pan. Add the shallots, carrots and celery and gently fry until soft, then add the garlic. Pour in the wine and cook for 1 minute. Stir in the tomato purée, chopped tomatoes and stock and cook for 10–15 minutes, until thickened. Add the shredded chicken, olives and parsley. Season to taste with salt and pepper.
Preheat the oven to 180C/160C Fan/Gas 4.
Put the filling in a 20x30cm/8x12in ovenproof dish and top with the mashed potato. Grate over the Gruyère. Bake for 30–35 minutes, until piping hot and the potato is golden-brown.",https://www.themealdb.com/images/media/meals/uwvxpv1511557015.jpg,https://www.bbc.co.uk/food/recipes/chicken_parmentier_25434,"1.5kg Potatoes, 30g Butter, 5 tblsp  Double Cream, 2 Egg Yolks, 30g Butter, 7 Shallots, 3 chopped Carrots, 2 sticks Celery, 1 finely chopped  Garlic Clove, 4 tbsp White Wine, 1 tbls Tomato Puree, 400g Tinned Tomatos, 350ml Chicken Stock, 600g Chicken, 16 Black Olives, 2 tbs Parsley, 50g Gruyere cheese,  ,  ,  "
McSinghs Scotch pie,Lamb,British,"Heat a large frying pan and toast the cumin seeds for a few minutes, then set aside. Heat the oil in the same pan and fry the onion, garlic, chilli, pepper and a good pinch of salt for around eight minutes, until there is no moisture left. Remove from the heat, stir in the toasted cumin seeds, ground mace (or nutmeg) and ground coriander. Leave to cool.
In a large bowl mix together the minced lamb, white pepper, fresh coriander, and the cooled spiced onion mixture until combined. Set aside, covered, in the fridge.
Preheat the oven to 200C/400F/Gas 6 and generously grease a 20cm/8in diameter loose-bottomed or springform round cake tin with lard.
To make the pastry, sift the flour and salt in a large bowl and make a well in the centre.
Put the milk, lard and 90ml/3fl oz of water in a saucepan and heat gently. When the lard has melted, increase the heat and bring to the boil.
Pour the boiling liquid into the flour, and use a wooden spoon to combine until cool enough to handle. Bring together into a ball.
Dust a work surface with flour and, working quickly, knead the dough briefly – it will be soft and moist. Set aside a third of the pastry and roll the rest out on a well-floured surface. Line the pie dish with the pastry, pressing it right up the sides until it pokes just over the top of the tin.
Add the filling into the pastry-lined tin bit by bit. As you reach the top, form a slight peak. Roll out the reserved pastry and top the pie with it. Pinch the edges to seal and trim the excess. Poke a hole in the top of the pie and insert a small tube made from aluminium foil to allow steam to escape.
Brush the top of the pie with a little beaten egg yolk, and bake in the preheated oven for 30 minutes (put a tray on the shelf below to catch any drips). Then reduce the temperature to 160C/325F/Gas 3 and cook for a further 1¼ hours until golden-brown. Leave to cool completely before refrigerating for two hours, or overnight.
Run a knife around the edge of the pie, remove from the tin and serve with chutneys, salads or pickles.",https://www.themealdb.com/images/media/meals/vssrtx1511557680.jpg,https://www.bbc.co.uk/food/recipes/mcsinghs_scotch_pie_98356,"2 tsp Cumin, 1 tbs Rapeseed Oil, 2 finely chopped Red Onions, 6 Garlic Clove, 3 finely chopped Green Chilli, 1 finely chopped  Red Pepper, 1 tsp  Nutmeg, 2 tsp Coriander, 1kg Lamb Mince, 1 tsp  Pepper, 3 tbs Coriander, 340g Plain Flour, ½ tsp Salt, 90 ml  Milk, 150g Lard, Beaten Egg Yolks,  ,  ,  ,  "
Steak and Kidney Pie,Beef,British,"Preheat the oven to 220C/425F/Gas 7
Heat the vegetable oil in a large frying pan, and brown the beef all over. (You may need to do this in batches.) Set aside, then brown the kidneys on both sides in the same pan. Add the onions and cook for 3-4 minutes.
Return the beef to the pan, sprinkle flour over and coat the meat and onions
Add the stock to the pan, stir well and bring to the boil.
Turn the heat down and simmer for 1½ hours without a lid. If the liquid evaporates too much, add more stock.
Remove from the heat. Add salt, pepper and Worcestershire sauce and allow to cool completely. Place the cooked meat mixture into a pie dish.
Roll out the pastry to 5mm/¼in thick and 5cm/2in larger than the dish you are using.
Using a rolling pin, lift the pastry and place it over the top of the pie dish. Trim and crimp the edges with your fingers and thumb.
Brush the surface with the beaten egg mixture and bake for 30-40 minutes until golden-brown and puffed.
Serve with creamy mash and steamed vegetables to soak up the gravy.",https://www.themealdb.com/images/media/meals/qysyss1511558054.jpg,https://www.bbc.co.uk/food/recipes/steakandkidneypie_73308,"300g Puff Pastry, Beaten Egg White, Beaten Egg Yolks, 2 tbs Vegetable Oil, 70 ml  Beef, 200g Lamb Kidney, 2 chopped Onions, 30g Plain Flour, 85 ml  Beef Stock, pinch Salt, pinch Pepper, Dash Worcestershire Sauce,  ,  ,  ,  ,  ,  ,  ,  "
Three Fish Pie,Seafood,British,"Preheat the oven to 200C/400F/Gas 6 (180C fan).
Put the potatoes into a saucepan of cold salted water. Bring up to the boil and simmer until completely tender. Drain well and then mash with the butter and milk. Add pepper and taste to check the seasoning. Add salt and more pepper if necessary.
For the fish filling, melt the butter in a saucepan, add the leeks and stir over the heat. Cover with a lid and simmer gently for 10 minutes, or until soft. Measure the flour into a small bowl. Add the wine and whisk together until smooth.
Add the milk to the leeks, bring to the boil and then add the wine mixture. Stir briskly until thickened. Season and add the parsley and fish. Stir over the heat for two minutes, then spoon into an ovenproof casserole. Scatter over the eggs. Allow to cool until firm.
Spoon the mashed potatoes over the fish mixture and mark with a fork. Sprinkle with cheese.
Bake for 30-40 minutes, or until lightly golden-brown on top and bubbling around the edges.",https://www.themealdb.com/images/media/meals/spswqs1511558697.jpg,https://www.bbc.co.uk/food/recipes/three_fish_pie_58875,"1kg Potatoes, Knob Butter, Dash Milk, 50g Gruyère, 75g Butter, 2 sliced Leek, 75g Plain Flour, 150ml White Wine, 568ml Milk, 2 tbs chopped Parsley, 250g Salmon, 250g Haddock, 250g Smoked Haddock, 6 Eggs,  ,  ,  ,  ,  ,  "
Sticky Toffee Pudding,Desert,British,"Preheat the oven to 180C/160C Fan/Gas 4. Butter a wide shallow 1.7-litre/3-pint ovenproof dish.
Put the butter, sugar, eggs, flour, baking powder, bicarbonate of soda and treacle into a mixing bowl. Beat using an electric handheld whisk for about 30 seconds or until combined. Pour in the milk gradually and whisk again until smooth. Pour into the prepared dish. Bake for 35–40 minutes or until well risen and springy in the centre.
To make the sauce, put all the ingredients into a saucepan and stir over a low heat until the sugar has dissolved and the butter has melted. Bring to the boil, stirring for a minute.
To serve, pour half the sauce over the pudding in the baking dish. Serve with the cream or ice cream.",https://www.themealdb.com/images/media/meals/xqqqtu1511637379.jpg,https://www.bbc.co.uk/food/recipes/marys_sticky_toffee_41970,"100g  Butter, 175g Muscovado Sugar, 2 large Eggs, 225g Self-raising Flour, 1 tsp  Baking Powder, 1 tsp  Bicarbonate Of Soda, 3 tbs Black Treacle, 275ml Milk, to serve Double Cream, 100g  Butter, 125g Muscovado Sugar, 1 tbs Black Treacle, 300ml  Double Cream, 1 tsp  Vanilla Extract,  ,  ,  ,  ,  ,  "
Lancashire hotpot,Lamb,British,"Heat oven to 160C/fan 140C/gas 3. Heat some dripping or butter in a large shallow casserole dish, brown the lamb in batches, lift to a plate, then repeat with the kidneys.
Fry the onions and carrots in the pan with a little more dripping until golden. Sprinkle over the flour, allow to cook for a couple of mins, shake over the Worcestershire sauce, pour in the stock, then bring to the boil. Stir in the meat and bay leaves, then turn off the heat. Arrange the sliced potatoes on top of the meat, then drizzle with a little more dripping. Cover, then place in the oven for about 1½ hrs until the potatoes are cooked.
Remove the lid, brush the potatoes with a little more dripping, then turn the oven up to brown the potatoes, or finish under the grill for 5-8 mins until brown.",https://www.themealdb.com/images/media/meals/uttrxw1511637813.jpg,https://www.bbcgoodfood.com/recipes/9099/lancashire-hotpot,"100g  Butter, 900g Lamb, 3 Lamb Kidney, 2 medium Onions, 4 sliced Carrots, 25g Plain Flour, 2 tsp Worcestershire Sauce, 500ml Chicken Stock, 2 Bay Leaves, 900g Potatoes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
 Bubble & Squeak,Pork,British,"Melt the fat in a non-stick pan, allow it to get nice and hot, then add the bacon. As it begins to brown, add the onion and garlic. Next, add the sliced sprouts or cabbage and let it colour slightly. All this will take 5-6 mins.
Next, add the potato. Work everything together in the pan and push it down so that the mixture covers the base of the pan – allow the mixture to catch slightly on the base of the pan before turning it over and doing the same again. It’s the bits of potato that catch in the pan that define the term ‘bubble and squeak’, so be brave and let the mixture colour. Cut into wedges and serve.",https://www.themealdb.com/images/media/meals/xusqvw1511638311.jpg,https://www.bbcgoodfood.com/recipes/164622/bubble-and-squeak,"1 tbs Butter, 4 Bacon, 1 finely sliced Onion, 1 chopped Garlic Clove, 20 Brussels Sprouts, 400g Potatoes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Spotted Dick,Desert,British,"Put the flour and salt in a bowl. Add the suet, currants, sugar, lemon and orange zest.
Pour in 150ml milk and mix to a firm but moist dough, adding the extra milk if necessary.
Shape into a fat roll about 20cm long. Place on a large rectangle of baking parchment. Wrap loosely to allow for the pudding to rise and tie the ends with string like a Christmas cracker.
Place a steamer over a large pan of boiling water, add the pudding to the steamer, cover and steam for 1 1/2 hours. Top up the pan with water from time to time.
Remove from the steamer and allow to cool slightly before unwrapping. Serve sliced with custard.",https://www.themealdb.com/images/media/meals/xqvyqr1511638875.jpg,https://www.bbcgoodfood.com/recipes/2686661/spotted-dick,"250g Self-raising Flour, pinch Salt, 125g Suet, 175g Currants, 80g Caster Sugar, Zest of 1 Lemon, Zest of 1 Orange, 150ml Milk, to serve Custard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Kedgeree,Seafood,British,"For the rice, heat the oil in a large, lidded pan, add the onion, then gently fry for 5 mins until softened but not coloured. Add the spices, season with salt, then continue to fry until the mix start to go brown and fragrant; about 3 mins.
Add the rice and stir in well. Add 600ml water, stir, then bring to the boil. Reduce to a simmer, then cover for 10 mins. Take off the heat and leave to stand, covered, for 10-15 mins more. The rice will be perfectly cooked if you do not lift the lid before the end of the cooking.
Meanwhile, put the haddock and bay leaves in a frying pan, cover with the milk, then poach for 10 mins until the flesh flakes. Remove from the milk, peel away the skin, then flake the flesh into thumbsize pieces. Place the eggs in a pan, cover with water, bring to the boil, then reduce to a simmer. Leave for 4½-5 mins, plunge into cold water, then peel and cut the eggs into quarters. Gently mix the fish, eggs, parsley, coriander and rice together in the pan. Serve hot, sprinkled with a few extra herbs.",https://www.themealdb.com/images/media/meals/utxqpt1511639216.jpg,https://www.bbcgoodfood.com/recipes/10421/kedgeree,"300g Smoked Haddock, 2 Bay Leaves, 300ml  Milk, 4 Eggs, Handful Parsley, Handful Coriander, 2 tbs Vegetable Oil, 1 chopped Onion, 1 tsp  Coriander, 2 tsp Curry Powder, 300g Rice,  ,  ,  ,  ,  ,  ,  ,  ,  "
Eccles Cakes,Desert,British,"To make the pastry, dice the butter and put it in the freezer to go really hard. Tip flour into the bowl of a food processor with half the butter and pulse to the texture of breadcrumbs. Pour in the lemon juice and 100ml iced water, and pulse to a dough. Tip in the rest of the butter and pulse a few times until the dough is heavily flecked with butter. It is important that you don’t overdo this as the flecks of butter are what makes the pastry flaky.
On a floured surface roll the pastry out to a neat rectangle about 20 x 30cm. Fold the two ends of the pastry into the middle (See picture 1), then fold in half (pic 2). Roll the pastry out again and refold the same way 3 more times resting the pastry for at least 15 mins each time between roll and fold, then leave to rest in the fridge for at least 30 mins before using.
To make the filling, melt the butter in a large saucepan. Take it off the heat and stir in all the other ingredients until completely mixed, then set aside.
To make the cakes, roll the pastry out until it’s just a little thicker than a £1 coin and cut out 8 rounds about 12cm across. Re-roll the trimming if needed. Place a good heaped tablespoon of mixture in the middle of each round, brush the edges of the rounds with water, then gather the pastry around the filling and squeeze it together (pic 3). Flip them over so the smooth top is upwards and pat them into a smooth round. Flatten each round with a rolling pin to an oval until the fruit just starts to poke through, then place on a baking tray. Cut 2 little slits in each Eccles cakes, brush generously with egg white and sprinkle with the sugar (pic 4).
Heat the oven to 220C/200C fan/gas 8. Bake the Eccles cakes for 15-20 mins until just past golden brown and sticky. Leave to cool on a rack and enjoy while still warm or cold with a cup of tea. If you prefer, Eccles cakes also go really well served with a wedge of hard, tangy British cheese such as Lancashire or cheddar.",https://www.themealdb.com/images/media/meals/wtqrqw1511639627.jpg,https://www.bbcgoodfood.com/recipes/786659/eccles-cakes,"250g Butter, 350g Plain Flour, Juice of 1/2 Lemon, 25g Butter, 200g Currants, 50g Mixed Peel, 100g  Muscovado Sugar, 1 tsp  Cinnamon, 1 tsp  Ginger, 1 tsp  Allspice, Zest of 1 Lemon, 1 beaten Eggs, spinkling Sugar,  ,  ,  ,  ,  ,  ,  "
Summer Pudding,Desert,British,"Bring out the juices: Wash fruit and gently dry on kitchen paper – keep strawberries separate. Put sugar and 3 tbsp water into a large pan. Gently heat until sugar dissolves – stir a few times. Bring to a boil for 1 min, then tip in the fruit (not strawberries). Cook for 3 mins over a low heat, stirring 2-3 times. The fruit will be softened, mostly intact and surrounded by dark red juice. Put a sieve over a bowl and tip in the fruit and juice.
Line the bowl with cling film and prepare the bread: Line the 1.25-litre basin with cling film as this will help you to turn out the pudding. Overlap two pieces of cling film in the middle of the bowl as it’s easier than trying to get one sheet to stick to all of the curves. Let the edges overhang by about 15cm. Cut the crusts off the bread. Cut 4 pieces of bread in half, a little on an angle, to give 2 lopsided rectangles per piece. Cut 2 slices into 4 triangles each and leave the final piece whole.
Build the pud: Dip the whole piece of bread into the juice for a few secs just to coat. Push this into the bottom of the basin. Now dip the wonky rectangular pieces one at a time and press around the basin’s sides so that they fit together neatly, alternately placing wide and narrow ends up. If you can’t quite fit the last piece of bread in it doesn’t matter, just trim into a triangle, dip in juice and slot in. Now spoon in the softened fruit, adding the strawberries here and there as you go.
Let flavours mingle then serve: Dip the bread triangles in juice and place on top – trim off overhang with scissors. Keep leftover juice for later. Bring cling film up and loosely seal. Put a side plate on top and weight down with cans. Chill for 6 hrs or overnight. To serve, open out cling film then put a serving plate upside-down on top and flip over. serve with leftover juice, any extra berries and cream.",https://www.themealdb.com/images/media/meals/rsqwus1511640214.jpg,https://www.bbcgoodfood.com/recipes/4516/summer-pudding,"300g Strawberries, 250g Blackberries, 100g  Redcurrants, 500g Raspberries, 175g Caster Sugar, 7 Slices Bread,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Jam Roly-Poly,Desert,British,"Put a deep roasting tin onto the bottom shelf of the oven, and make sure that there’s another shelf directly above it. Pull the roasting tin out on its shelf, fill two-thirds with boiling water from the kettle, then carefully slide it back in. Heat oven to 180C/160C fan/gas 4. Tear off a large sheet of foil and greaseproof paper (about 30 x 40cm). Sit the greaseproof on top of the foil and butter it.
Tip butter, flour and vanilla seeds into a food processor; pulse until the butter has disappeared. Tip into a mixing bowl. Stir through the suet, pour in the milk and work together with a cutlery knife until you get a sticky dough. You may need a drop more milk, depending on your flour.
Tip the dough out onto a floured surface, quickly pat together to smooth, then roll out to a square roughly 25 x 25cm. Spread the jam all over, leaving a gap along one edge, then roll up from the opposite edge. Pinch the jam-free edge into the dough where it meets, and pinch the ends roughly, too. Carefully lift onto the greased paper, join-side down (you might find a flat baking sheet helpful for this), loosely bring up the paper and foil around it, then scrunch together along the edges and ends to seal. The roly-poly will puff quite a bit during cooking so don’t wrap it tightly. Lift the parcel directly onto the rack above the tin and cook for 1 hr.
Let the pudding sit for 5 mins before unwrapping, then carefully open the foil and paper, and thickly slice to serve.",https://www.themealdb.com/images/media/meals/ysqupp1511640538.jpg,https://www.bbcgoodfood.com/recipes/13354/jam-rolypoly,"50g Butter, 250g Self-raising Flour, 1 small Vanilla, 50g Suet, 150ml Milk, 100g  Raspberry Jam, to serve Custard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
