Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Spam Musubi,Pork,Asian,"Soak uncooked rice for 4 hours; drain and rinse.; In a saucepan bring 2 cups water to a boil. Add rice and stir. Reduce heat, cover,  and simmer for 20 minutes. Stir in rice vinegar, and set aside to cool.; In a separate bowl, stir together soy sauce, oyster sauce, and sugar until sugar is completely dissolved. Slice luncheon meat lengthwise into 10 slices, or to desired thickness, and marinate in sauce for 5 minutes.; In a large skillet, heat oil over medium high heat. Cook slices for 2 minutes per side, or until lightly browned. Cut nori sheets in half and lay on a flat work surface. Place a rice press in the center of the sheet, and press rice tightly inside. Top with a slice of luncheon meat, and remove press. Wrap nori around rice mold, sealing edges with a small amount of water. (Rice may also be formed by hand in the shape of the meat slices, 1 inch thick.) Musubi may be served warm or chilled.; ; ",https://images.media-allrecipes.com/userphotos/560x315/39977.jpg,https://www.allrecipes.com/recipe/49785/spam-musubi/,2 cups uncooked short-grain white rice; 2 cups water; 6 tablespoons rice vinegar; 1/4 cup soy sauce; 1/4 cup oyster sauce; 1/2 cup white sugar; 1 (12 ounce) container fully cooked luncheon meat (e.g. Spam); 5 sheets sushi nori (dry seaweed); 2 tablespoons vegetable oil; 
Halibut with Rice Wine,Asian,Asian,"Heat oil in non-stick saucepan over medium heat. Cook shallots and garlic gently until fragrant, but not brown. Stir in black bean sauce, rice wine, and soy sauce.  Bring to boil and cook until reduced by half. Remove from heat, and stir in vinegar; set aside.; Pat fish dry. Rub with sesame oil and sprinkle with pepper. Preheat an outdoor grill for high heat, and lightly oil grate.; Grill fish for about 5 minutes per side, or just until cooked through. Sprinkle with cilantro. Serve with sauce poured over top.; ; ",https://images.media-allrecipes.com/userphotos/560x315/232410.jpg,https://www.allrecipes.com/recipe/36867/halibut-with-rice-wine/,"1 teaspoon vegetable oil; 1 shallots, finely chopped; 2 cloves garlic, finely chopped; 1 tablespoon black bean sauce; 1/2 cup mirin (Japanese sweet wine); 1 tablespoon soy sauce; 1 tablespoon rice vinegar; 6 (4 ounce) fillets halibut, skin removed; 1 teaspoon sesame oil; 1/4 teaspoon pepper; 2 tablespoons chopped fresh cilantro; "
Vegetarian Bibimbap,Korean,Asian,"Heat sesame oil in a large skillet over medium heat; cook and stir carrot and zucchini in the hot oil until vegetables begin to soften, about 5 minutes. Stir in bean sprouts, bamboo shoots, and mushrooms. Cook and stir until carrots are tender, about 5 more minutes. Season to taste with salt and set vegetables aside.; Stir cooked rice, green onions, soy sauce, and black pepper in the same skillet until the rice is hot. In a separate skillet over medium heat, melt butter and gently fry eggs, turning once, until the yolks are still slightly runny but the egg whites are firm, about 3 minutes per egg.; To serve, divide hot cooked rice mixture between 3 serving bowls and top each bowl with 1/3 of the vegetable mixture and a fried egg. Serve sweet red chili sauce on the side for mixing into bibimbap.; ; ",https://images.media-allrecipes.com/userphotos/560x315/882007.jpg,https://www.allrecipes.com/recipe/228241/vegetarian-bibimbap/,"2 tablespoons sesame oil; 1 cup carrot matchsticks; 1 cup zucchini matchsticks; 1/2 (14 ounce) can bean sprouts, drained; 6 ounces canned bamboo shoots, drained; 1 (4.5 ounce) can sliced mushrooms, drained; 1/8 teaspoon salt to taste; 2 cups cooked and cooled rice; 1/3 cup sliced green onions; 2 tablespoons soy sauce; 1/4 teaspoon ground black pepper; 1 tablespoon butter; 3 eggs; 3 teaspoons sweet red chili sauce, or to taste; "
My Favorite Sesame Noodles,Asian,Asian,"Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the spaghetti, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 12 minutes. Drain well in a colander set in the sink.; Melt the peanut butter in a large microwave-safe glass or ceramic bowl, 15 to 20 seconds (depending on your microwave).  Whisk the honey, tamari, and chili sauce into the peanut butter, then stir in the sesame oil and ginger. Mix in the garlic and green onions and toss with the spaghetti. Top with the sesame seeds.; ; ",https://images.media-allrecipes.com/userphotos/560x315/258189.jpg,https://www.allrecipes.com/recipe/128601/my-favorite-sesame-noodles/,"1/2 (8 ounce) package spaghetti; 2 tablespoons peanut butter; 1 tablespoon honey; 2 tablespoons tamari; 1 teaspoon Thai chili sauce; 1 teaspoon sesame oil; 1 teaspoon ground ginger; 1 clove garlic, minced; 1 green onion, chopped; 2 teaspoons sesame seeds; "
Traci's Adobo Seasoning,Filipino,Asian,"In a bowl, stir together the salt, paprika, black pepper, onion powder, oregano, cumin, garlic powder, and chili powder. Store in a sealed jar in a cool, dry place.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1026585.jpg,https://www.allrecipes.com/recipe/214086/tracis-adobo-seasoning/,2 tablespoons salt; 1 tablespoon paprika; 2 teaspoons ground black pepper; 1 1/2 teaspoons onion powder; 1 1/2 teaspoons dried oregano; 1 1/2 teaspoons ground cumin; 1 teaspoon garlic powder; 1 teaspoon chili powder; 
Chicken Massaman Curry,Thai,Asian,"Heat vegetable oil in a large saucepan over medium heat. Stir in curry paste and minced ginger; cook and stir for 2 minutes. Stir in the cubed chicken, and cook until the pieces turn white on the outside, about 3 minutes.; Stir in brown sugar, fish sauce, tamarind paste, peanut butter, potatoes, and coconut milk. Bring to a boil, then reduce heat to medium-low, cover, and simmer until the potatoes are tender and the chicken pieces are no longer pink in the center, about 20 minutes. Add the lime juice and cook for an additional 5 minutes before serving.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5573606.jpg,https://www.allrecipes.com/recipe/142055/chicken-massaman-curry/,"2 tablespoons vegetable oil; 3 tablespoons curry paste; 1 (3/4 inch thick) slice ginger, minced; 1 1/4 pounds skinless, boneless chicken breast meat - cubed; 3 tablespoons brown sugar; 3 tablespoons fish sauce; 3 tablespoons tamarind paste; 1/3 cup peanut butter; 3 cups peeled, cubed potatoes; 1 (13.5 ounce) can coconut milk; 3 tablespoons fresh lime juice; "
Chinese Broccoli Slaw,Salads,Asian,"Preheat an oven to 350 degrees F (175 degrees C).; Melt butter in a microwave-safe bowl in the microwave. Crush the ramen noodles into small pieces; stir the crushed noodles, almonds, and sesame seeds into the butter. Spread the mixture onto a baking sheet.; Bake in the preheated oven until golden brown and crunchy, 8 to 10 minutes; allow to cool completely.; Toss together the coleslaw mix and the green onion in a large bowl.; Whisk together the salad oil, vinegar, sugar, soy sauce, and reserved seasoning packets in a separate bowl; stir the noodle mixture into the dressing. Pour the dressing over the coleslaw mix and toss to coat.; ; ",https://images.media-allrecipes.com/userphotos/250x250/472470.jpg,https://www.allrecipes.com/recipe/187963/chinese-broccoli-slaw/,"1/4 cup butter; 2 (3 ounce) packages Oriental-flavor ramen noodle soup, seasoning packet reserved; 1/2 cup slivered almonds; 1/4 cup sesame seeds; 1 (16 ounce) package broccoli coleslaw mix; 1/2 cup chopped green onion; 1/2 cup salad oil; 1/4 cup apple cider vinegar; 1/2 cup white sugar; 2 tablespoons soy sauce; "
Sesame Crusted Mahi Mahi with Soy Shiso Ginger Butter Sauce,Japanese,Asian,"In a sauce pan over medium heat, combine shallots, ginger, lemon juice, and white wine. Cook  until liquid is reduced to approximately 2 tablespoons. Stir in heavy cream, and bring to light boil. Reduce cream by half; do not burn. Stir in soy sauce, then transfer to blender. Blend on low while slowly adding butter, a few cubes at a time, until all of the butter is emulsified. Roughly chop or tear shiso, add to sauce, and blend for about 10 more seconds. Season to taste with kosher salt and pepper. Keep sauce warm.; Preheat oven to 425 degrees F (220 degrees C).; Heat oil in a large saute pan over high heat. Season both sides of the fillets with kosher salt and white pepper. Mix together white and black sesame seeds, and place in a plate or flat dish. Press the TOP side only of each fillet into the mixture, and press seeds into fish so it sticks. Make sure that the crusted sides are evenly crusted with the seeds. When oil is smoking, add fish, sesame seed side down to pan, and be careful of oil splatters. Pan sear fish for about 30 to 45 seconds per side. Place pan into oven, or transfer fish to baking sheet, and cook in oven for about 5 to 6 minutes. Serve sesame crust side up with ginger butter sauce.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1103883.jpg,https://www.allrecipes.com/recipe/42231/sesame-crusted-mahi-mahi-with-soy-shiso-ginger-butter-sauce/,"3 shallots, minced; 2 teaspoons minced fresh ginger root; 1 lemon, juiced; 1/2 cup dry white wine; 1/2 cup heavy cream; 1/2 cup unsalted butter, chilled and cut into small cubes; 3 tablespoons soy sauce; 4 shiso leaves; coarse kosher salt; ground white pepper; 2 tablespoons canola oil; 6 (6 ounce) mahi mahi fillets; 4 tablespoons sesame seeds; 4 tablespoons black sesame seeds; "
Chicken Biryani,Indian,Asian,"In a large skillet, in 2 tablespoons vegetable oil (or ghee) fry potatoes until brown, drain and reserve the potatoes. Add remaining 2 tablespoons oil to the skillet and fry onion, garlic and ginger until onion is soft and golden. Add chili, pepper, turmeric, cumin, salt and the tomatoes. Fry, stirring constantly for 5 minutes. Add yogurt, mint, cardamom and cinnamon stick. Cover and cook over low heat, stirring occasionally until the tomatoes are cooked to a pulp. It may be necessary to add a little hot water if the mixture becomes too dry and starts to stick to the pan.; When the mixture is thick and smooth, add the chicken pieces and stir well to coat them with the spice mixture. Cover and cook over very low heat until the chicken is tender, approximately 35 to 45 minutes. There should only be a little very thick gravy left when chicken is finished cooking. If necessary cook uncovered for a few minutes to reduce the gravy.; Wash rice well and drain in colander for at least 30 minutes.; In a large skillet, heat vegetable oil (or ghee) and fry the onions until they are golden. Add saffron, cardamom, cloves, cinnamon stick, ginger and rice. Stir continuously until the rice is coated with the spices.; In a medium-size pot, heat the chicken stock and salt. When the mixture is hot pour it over the rice and stir well. Add the chicken mixture and the potatoes; gently mix them into the rice. Bring to boil. Cover the saucepan tightly, turn heat to very low and steam for 20 minutes. Do not lift lid or stir while cooking. Spoon biryani onto a warm serving dish.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1932914.jpg,https://www.allrecipes.com/recipe/16102/chicken-biryani/,"4 tablespoons vegetable oil; 4 small potatoes, peeled and halved; 2 large onions, finely chopped; 2 cloves garlic, minced; 1 tablespoon minced fresh ginger root; 1/2 teaspoon chili powder; 1/2 teaspoon ground black pepper; 1/2 teaspoon ground turmeric; 1 teaspoon ground cumin; 1 teaspoon salt; 2 medium tomatoes, peeled and chopped; 2 tablespoons plain yogurt; 2 tablespoons chopped fresh mint leaves; 1/2 teaspoon ground cardamom; 1 (2 inch) piece cinnamon stick; 3 pounds boneless, skinless chicken pieces cut into chunks; 2 1/2 tablespoons vegetable oil; 1 large onion, diced; 1 pinch powdered saffron; 5 pods cardamom; 3 whole cloves; 1 (1 inch) piece cinnamon stick; 1/2 teaspoon ground ginger; 1 pound basmati rice; 4 cups chicken stock; 1 1/2 teaspoons salt; "
Indian Naan II,Flat Bread,Asian,"Whisk the warm water with the yeast and sugar until the yeast is dissolved. Cover and let stand in a warm place for 10 minutes.; Sift flour and salt three times into a large bowl add the yeast mixture, half of the ghee and all the yogurt. Mix into a soft dough then knead on a floured surface for about 5 minutes or until dough is smooth and elastic. Place the dough in a large greased bowl, cover and let stand in a warm place for 1 1/2 hours or until the dough is doubled in size .; Punch down dough then knead for 5 minutes. Divide dough into 6 pieces. Roll each piece out into 8 inch round naans.; Cover an oven tray with foil and grease the foil. Brush the naan with a little of the remaining ghee and sprinkle with some of the kalonji. Cook naan one at a time under the broiler for about 2 minutes on each side or until puffed and just browned.; ; ",https://images.media-allrecipes.com/userphotos/250x250/96729.jpg,https://www.allrecipes.com/recipe/7021/indian-naan-ii/,2/3 cup warm water (110 degrees F/45 degrees C); 1 teaspoon active dry yeast; 1 teaspoon white sugar; 2 cups all-purpose flour; 1 teaspoon salt; 1/4 cup ghee; 2 tablespoons plain yogurt; 2 teaspoons kalonji (onion seed); 
California Roll Salad,Crab Salad,Asian,"Place rice and water in a small saucepan, and bring to a boil. Cover, reduce heat to low, and simmer for 20 minutes, or until rice is tender. Set aside to cool.; In a large serving bowl, toss together the lettuce, cucumber, avocado and imitation crabmeat. Stir in cooled rice.   In a small bowl, stir together the wasabi powder, mayonnaise, soy sauce, rice vinegar, sugar and sesame oil. Toss salad with dressing (recommended), or serve with dressing on the side.; ; ",https://images.media-allrecipes.com/userphotos/250x250/19011.jpg,https://www.allrecipes.com/recipe/62442/california-roll-salad/,"1/2 cup uncooked white rice; 1 cup water; 1 small head iceberg lettuce, shredded; 1 English cucumber, cut into 1 inch strips; 2 avocados - peeled, pitted, and cubed; 2 cups shredded imitation crabmeat; 2 teaspoons wasabi powder, or to taste; 1 tablespoon mayonnaise; 1 tablespoon soy sauce; 1/4 cup rice wine vinegar; 1 tablespoon white sugar; 1 teaspoon sesame oil; "
Spicy Indian Dahl,Indian,Asian,"Cook the lentils by boiling or pressure cooking until lentils are soft. (Pressure cooking is faster.); In a skillet heat the oil and add mustard seeds. When mustard seeds begin to flutter, add onions, ginger, jalapeno peppers, and garlic. Saute until the onions and garlic are golden brown. Add coriander and cumin. Add chopped tomatoes. Saute the mixture well until tomatoes are well cooked.; Add water. Boil 6 minutes. Add cooked lentils, stirring well. Add salt to taste, stirring well. Add finely chopped cilantro and remove from heat. Serve hot.; ; ",https://images.media-allrecipes.com/userphotos/560x315/490740.jpg,https://www.allrecipes.com/recipe/13059/spicy-indian-dahl/,"1 cup red lentils; 2 tablespoons ginger root, minced; 1 teaspoon mustard seed; 2 tablespoons chopped fresh cilantro; 4 tomatoes, chopped; 3 onions, chopped; 3 jalapeno peppers, seeded and minced; 1 tablespoon ground cumin; 1 tablespoon ground coriander seed; 6 cloves garlic, minced; 2 tablespoons olive oil; 1 cup water; salt to taste; "
Oyster Sauce Chicken,Asian,Asian,"Preheat oven to 400 degrees F (200 degrees C).; Place chicken thighs in a lightly greased 9x13 inch baking dish. Season with salt and pepper to taste and bake in the preheated oven for about 25 minutes.; Meanwhile, in a medium bowl combine the oyster sauce, garlic, sugar and water. Mix together and taste the sauce; if it is not sweet enough, add sugar to taste.; After chicken has baked for 25 minutes, pour sauce over it and bake for another 20 minutes, or until chicken is cooked through and juices run clear.; ; ",https://images.media-allrecipes.com/userphotos/560x315/793332.jpg,https://www.allrecipes.com/recipe/17803/oyster-sauce-chicken/,8 chicken thighs; salt and pepper to taste; 1 (10 fluid ounce) bottle oyster sauce; 2 teaspoons minced garlic; 3/4 cup white sugar; 1/4 cup water; 
Quick Chinese-Style Vermicelli (Rice Noodles),Side Dish,Asian,"Bring a large pot of water to a boil. Add rice noodles, and cook for 2 to 3 minutes or until al dente; do not overcook, or they will become mushy. Drain.; Heat oil in a large skillet over medium heat. Saute garlic until tender. Stir in noodles, and season with soy sauce, chili sauce, salt and pepper. Sprinkle top with chopped green onion.; ; ",https://images.media-allrecipes.com/userphotos/250x250/491687.jpg,https://www.allrecipes.com/recipe/41761/quick-chinese-style-vermicelli-rice-noodles/,"1 (8 ounce) package dried rice noodles; 2 tablespoons vegetable oil; 1 clove garlic, minced; 1 tablespoon soy sauce; 1/2 tablespoon chili sauce; salt and pepper to taste; 1 green onion, chopped; "
Teriyaki Sauce,Teriyaki Sauce and Marinade,Asian,"In a small bowl, combine soy sauce, sherry, sugar, ginger, and garlic.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2256943.jpg,https://www.allrecipes.com/recipe/42155/teriyaki-sauce/,"2/3 cup soy sauce; 1/4 cup cooking sherry; 2 tablespoons white sugar; 1 teaspoon ground ginger; 1 clove garlic, minced; "
Indian Saffron Rice,Rice,Asian,"Steep the saffron in 1/2 cup boiling water.; In a skillet that can be tightly covered, melt the butter over medium-high heat.  Stir in the rice and salt.  Cook, stirring constantly, until the rice begins to absorb the butter and becomes opaque, but do not brown the rice.; Quickly pour in the remaining 1 1/2 cups boiling water along with the saffron water.  Cover immediately, reduce heat to low, and cook 20 minutes, or until all of the liquid is absorbed.  For best results, do not remove the lid while the rice is cooking.; ; ",https://images.media-allrecipes.com/userphotos/560x315/429153.jpg,https://www.allrecipes.com/recipe/24709/indian-saffron-rice/,"1/8 teaspoon powdered saffron; 2 cups boiling water, divided; 2 tablespoons butter; 1 cup uncooked long-grain white rice, not rinsed; 1 teaspoon salt; "
Slow Cooker Thai Pork with Peppers,Thai,Asian,"Place the chicken broth, soy sauce, peanut butter, honey, garlic, ginger, crushed red pepper flakes, red bell peppers, and pork chops into a slow cooker, stir together, and set the cooker on Low. Cook for 5 to 6 hours until the pork is tender, and remove the pork from the sauce. Shred the pork, return to the sauce, let cook until hot, and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2307530.jpg,https://www.allrecipes.com/recipe/214217/slow-cooker-thai-pork-with-peppers/,"1 cup chicken broth; 1/3 cup soy sauce; 1/3 cup creamy peanut butter; 3 tablespoons honey; 6 cloves garlic, minced; 2 tablespoons minced fresh ginger root; 1 teaspoon crushed red pepper flakes; 2 red bell peppers, thinly sliced and cut into bite-size lengths; 1 pound boneless pork chops; "
Take The Night Off Slow Cooker Pineapple Chicken,Asian,Asian,"Place chicken breasts into the bottom of a slow cooker. Pour pineapple chunks with juice over chicken. Drizzle with honey and soy sauce and sprinkle with brown sugar and ginger. Set cooker on High and cook for 1 hour. Reduce setting to Low and cook until chicken is cooked through, moist, and tender, about 6 more hours.; ; ",https://images.media-allrecipes.com/userphotos/250x250/1010442.jpg,https://www.allrecipes.com/recipe/232409/take-the-night-off-slow-cooker-pineapple-chicken/,4 pounds bone-in chicken breast halves with skin; 1 (8 ounce) can pineapple chunks with juice; 3 tablespoons honey; 1 tablespoon soy sauce; 1/2 cup dark brown sugar; 2 teaspoons ground ginger; 
Thai Orange Chicken,Asian,Asian,"Heat 2 tablespoons olive oil in a large skillet over medium heat; cook and stir carrots, ginger, and garlic until carrots are slightly softened, about 5 minutes. Transfer carrot mixture to a bowl. Add remaining 2 tablespoons olive oil to the same skillet.; Cook and stir chicken in the hot olive oil until no longer pink in the center, about 10 minutes. Add carrot mixture, water, peanuts, orange juice, soy sauce, brown sugar, ketchup, and red pepper flakes to chicken; stir to combine. Cover and simmer until sugar has dissolved, about 5 minutes.; Remove about 1/4 cup sauce from the skillet; whisk in cornstarch until dissolved and sauce is smooth. Pour cornstarch mixture back into chicken and sauce; cook until sauce is slightly thickened, about 5 more minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/881001.jpg,https://www.allrecipes.com/recipe/228619/thai-orange-chicken/,"2 tablespoons olive oil; 3 carrots, cut into matchsticks; 1/2 teaspoon minced fresh ginger root; 1 clove garlic, minced; 2 tablespoons olive oil; 2 skinless, boneless chicken breast halves, cut into small pieces; 1/2 cup water; 1/2 cup peanuts; 1/3 cup orange juice; 1/3 cup soy sauce; 1/3 cup brown sugar; 2 tablespoons ketchup; 1 teaspoon crushed red pepper flakes; 2 tablespoons cornstarch; "
Sweet Chili Thai Sauce,Spicy,Asian,"Pour water and vinegar into a saucepan, and bring to a boil over high heat. Stir in sugar, ginger, garlic, chile pepper, and ketchup; simmer for 5 minutes. Stir in cornstarch. Remove saucepan from stove to cool. Then transfer to a bowl, cover, and refrigerate until needed.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1813162.jpg,https://www.allrecipes.com/recipe/87872/sweet-chili-thai-sauce/,"1 cup water; 1 cup rice vinegar; 1 cup sugar; 2 teaspoons fresh ginger root, minced; 1 teaspoon garlic, minced; 2 teaspoons hot chile pepper, minced; 2 teaspoons ketchup; 2 teaspoons cornstarch; "
Hibachi-Style Fried Rice,Fried Rice,Asian,"Heat a wok or non-stick skillet over medium-high heat; add olive oil. Cook and stir eggs in the hot oil until cooked through, 2 to 3 minutes. Add chicken, green onion, and garlic to scrambled eggs; cook and stir until heated through, about 2 minutes.; Mix rice into egg mixture; cook and stir until rice is warmed, about 2 minutes. Add soy sauce; cook and stir until rice mixture is evenly coated, about 3 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1129991.jpg,https://www.allrecipes.com/recipe/237608/hibachi-style-fried-rice/,"1/4 cup olive oil; 2 eggs, beaten; 1 cup chopped grilled chicken (optional); 1/2 cup chopped green onion; 2 tablespoons chopped garlic; 2 cups cooked white rice; 3 tablespoons soy sauce; "
Day Before Pay Day Fried Rice,Fried Rice,Asian,"Heat 1 tablespoon of oil in a wok or large skillet over medium-high heat. Pour in the eggs; cook and stir until scrambled and firm. Remove from wok, and set aside.; Put remaining 2 tablespoons of oil in the wok and turn heat up to high. Stir in rice until each grain is coated with oil. Stir in chicken, celery, carrot, peas and green onions. Reduce heat to medium, cover and allow to steam for 5 minutes. Stir in scrambled eggs and soy sauce, and cook until eggs are heated through.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5099803.jpg,https://www.allrecipes.com/recipe/125394/day-before-pay-day-fried-rice/,"3 tablespoons vegetable oil, divided; 3 eggs, beaten; 3 cups cold, cooked white rice; 2 cups chopped cooked chicken; 1/2 cup sliced celery; 1/2 cup shredded carrot; 1 cup frozen green peas, thawed; 2 green onions, sliced; 3 tablespoons soy sauce; "
Egg Drop Soup I,Soup,Asian,"In a medium saucepan, combine water, bouillon, and parsley and onion flakes.  Bring to a boil.; Lightly beat eggs together. Gradually stir into soup.; Remove about half a cup of the soup.  Stir in cornstarch until there are no lumps, and return to the soup.  Boil until soup thickens.; ; ",https://images.media-allrecipes.com/userphotos/250x250/143626.jpg,https://www.allrecipes.com/recipe/13207/egg-drop-soup-i/,4 cups water; 4 cubes chicken bouillon; 2 eggs; 1 teaspoon dried parsley; 1 tablespoon dried minced onion; 1 tablespoon cornstarch; 
Sweet and Spicy Pork and Napa Cabbage Stir-Fry with Spicy Noodles,Chinese,Asian,"Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the Chinese noodles, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 5 minutes. Drain well in a colander set in the sink.; Whisk together the 3 tablespoons soy sauce, 3/4 cup sweet chili sauce, 1/2 teaspoon garlic powder, the ground ginger, and the sesame oil in a large bowl; add the drained Chinese noodles and toss to coat; set aside; Whisk together the 1/2 cup soy sauce and 1/2 teaspoon garlic powder in a large bowl; add the pork and stir to coat. Allow to marinate 5 minutes.; Heat the cooking oil in a wok or a large, deep skillet over medium-high heat. Add the pork, onions, and red pepper flakes to the oil; cook until the pork is browned completely. Stir in 3 tablespoons sweet chili sauce, the napa cabbage, celery, carrots, and bell peppers; cook and stir until vegetables are completely heated, about 5 minutes. Whisk together the cornstarch and water and add to the stir fry, stirring until the mixture thickens. Serve the stir-fry over the noodles.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2625712.jpg,https://www.allrecipes.com/recipe/187448/sweet-and-spicy-pork-and-napa-cabbage-stir-fry-with-spicy-noodles/,"12 ounces dry Chinese noodles; 3 tablespoons soy sauce; 3/4 cup sweet chili sauce; 1/2 teaspoon garlic powder; 1/4 teaspoon ground ginger; 3 tablespoons sesame oil; 1/2 cup soy sauce; 1/2 teaspoon garlic powder; 1 (1 pound) pork loin, cut into 2-inch strips; 2 tablespoons cooking oil; 2 onions, cut into bite-size pieces; 1/8 teaspoon crushed red pepper flakes; 3 tablespoons sweet chili sauce; 3 cups chopped napa cabbage; 3/4 cup sliced celery; 1 cup sliced carrots; 3 red bell peppers, chopped; 2 teaspoons cornstarch; 1/4 cup cold water; "
Udon Peanut Butter Noodles,Asian,Asian,"Bring a large pot with lightly salted water to a rolling boil. Drop the udon in a few noodles at a time and return to a boil. Cook uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, 10 to 12 minutes. Drain; return to the pot.; While the udon noodles are cooking, whisk the chicken broth, ginger, soy sauce, peanut butter, honey, chile oil, and garlic in a saucepan over medium-high heat. Bring to a boil, whisking until the peanut butter has melted. Pour the sauce over the noodles. Add the chicken and red bell pepper; toss until the noodles are evenly coated in the sauce. Sprinkle with green onions, chopped peanuts, and cilantro to serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/400508.jpg,https://www.allrecipes.com/recipe/180879/udon-peanut-butter-noodles/,"1 (9 ounce) package dried udon noodles; 1/2 cup chicken broth; 1 1/2 tablespoons minced fresh ginger root; 3 tablespoons soy sauce; 3 tablespoons peanut butter; 1 1/2 tablespoons honey; 2 teaspoons chili oil; 3 cloves garlic, minced; 1 whole rotisserie chicken, skinned and boned, meat pulled into large chunks; 1 red bell pepper, thinly sliced; 1/4 cup green onions, chopped; 1/4 cup chopped peanuts; 1/4 cup chopped fresh cilantro; "
Lime-Curry Tofu Stir-Fry,Asian,Asian,"Heat the peanut oil in a wok or large skillet over high heat. Add the tofu and stir-fry until golden brown. Remove the tofu and set aside, leaving the remaining oil in the wok.; Stir the ginger and curry paste into the hot oil for a few seconds until the curry paste is fragrant and the ginger begins to turn golden. Add the zucchini and bell pepper; cook and stir for 1 minute. Pour in the lime juice, soy sauce, maple syrup, coconut milk, and tofu. Bring the coconut milk to a simmer, and cook a few minutes until the vegetables are tender and the tofu is hot. Stir in the chopped basil just before serving.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2526560.jpg,https://www.allrecipes.com/recipe/169974/lime-curry-tofu-stir-fry/,"2 tablespoons peanut oil; 1 (16 ounce) package extra-firm tofu, cut into bite-sized cubes; 1 tablespoon minced fresh ginger root; 2 tablespoons red curry paste; 1 pound zucchini, diced; 1 red bell pepper, diced; 3 tablespoons lime juice; 3 tablespoons soy sauce; 2 tablespoons maple syrup; 1 (14 ounce) can coconut milk; 1/2 cup chopped fresh basil; "
Stir-Fried Vegetables with Chicken or Pork,Asian,Asian,"Heat oil in a wok or large heavy skillet. Add chicken or pork (see Cook's Note), garlic, and oyster sauce, and stir-fry for 10 minutes.; Stir in broccoli, green pepper, carrots, cabbage, celery, bean sprouts, zucchini, and green onions. Season with salt, and stir-fry for 6 to 8 minutes.; In a small bowl, mix together water, soy sauce and cornstarch. Stir into vegetables, and cook for 1 to 2 minutes, or until sauce is thickened.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2325344.jpg,https://www.allrecipes.com/recipe/32057/stir-fried-vegetables-with-chicken-or-pork/,"2 tablespoons vegetable oil; 1/2 pound boneless skinless chicken breasts, cut into cubes; 2 cloves garlic, chopped; 2 tablespoons oyster sauce; 1 cup chopped broccoli; 1 cup sliced green bell pepper; 1 cup sliced carrots; 1 cup sliced napa cabbage; 1 cup sliced celery; 1 cup fresh bean sprouts; 1 cup sliced zucchini; 1 cup chopped green onions; 1 teaspoon salt; 1/2 cup water; 2 tablespoons mushroom soy sauce; 1 tablespoon cornstarch; "
Crab Rangoon I,Crab,Asian,"Heat oil in a large heavy skillet or deep fryer to 360 degrees F (180 degrees C).; In a small bowl, mix together cream cheese, soy sauce, ginger, garlic, parsley, cilantro and crabmeat.; Place 1/2 to 1 teaspoon of the cream cheese mixture into the center of each wonton wrapper. Fold the won ton wrapper over the stuffing to make a triangle or a half moon, depending on the shape of the won ton wrappers you have purchased. Moisten the edges with a little water, and seal.  Place prepared won tons under a slightly moist paper towel until ready for frying.; Add 3 or 4 wontons to the hot oil, and cook until golden brown, turning once. Set aside on paper towels to drain. Repeat until all wontons have been fried.  Serve hot.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1482086.jpg,https://www.allrecipes.com/recipe/14850/crab-rangoon-i/,"1 (14 ounce) package small won ton wrappers; 2 (8 ounce) packages cream cheese, softened; 1 teaspoon minced fresh ginger root; 1/2 teaspoon chopped fresh cilantro; 1/2 teaspoon dried parsley; 3 tablespoons dark soy sauce; 1 pound crabmeat, shredded; 1 quart oil for frying; "
